Rule,Lift_Leave,Lift_Stay,Lift_Gap,Direction
"Age_Middle-Aged, EnvironmentSatisfaction_4, MonthlyIncome_Mid_Income",1.0,1.0712601050765305,-0.07126010507653047,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_4, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0713705328783112,-0.07137053287831119,Trung tính
"DistanceFromHome_Near, EnvironmentSatisfaction_3, WorkLifeBalance_3",1.0,1.071462401385675,-0.07146240138567506,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, MonthlyIncome_High_Income",1.0,1.072463768115942,-0.0724637681159419,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, EnvironmentSatisfaction_4",1.0,1.072463768115942,-0.0724637681159419,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.072463768115942,-0.0724637681159419,Trung tính
"MaritalStatus_Single, TotalWorkingYears_Senior-Level",1.0,1.0724637681159421,-0.07246376811594213,Trung tính
"MaritalStatus_Married, OverTime_No, TotalWorkingYears_Junior",1.0,1.0724637681159421,-0.07246376811594213,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.0724637681159421,-0.07246376811594213,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.0724637681159421,-0.07246376811594213,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, WorkLifeBalance_3",1.0,1.0732500318755578,-0.07325003187555779,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, WorkLifeBalance_3",1.0,1.0733734065961082,-0.07337340659610825,Trung tính
"Age_Young, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0735373054213635,-0.0735373054213635,Trung tính
"JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"Age_Middle-Aged, Department_Research & Development, EnvironmentSatisfaction_4, YearsAtCompany_Mid_Tenure",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"Age_Middle-Aged, Department_Sales, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"DistanceFromHome_Near, MonthlyIncome_Low_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"Age_Senior, MaritalStatus_Married, TotalWorkingYears_Senior-Level",1.0,1.0737732476862911,-0.07377324768629112,Trung tính
"Department_Research & Development, DistanceFromHome_Far, WorkLifeBalance_3",1.0,1.0742835595776774,-0.0742835595776774,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction",1.0,1.0744172540323644,-0.07441725403236443,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.074800290486565,-0.074800290486565,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0750542603094588,-0.07505426030945883,Trung tính
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0750542603094588,-0.07505426030945883,Trung tính
"Department_Research & Development, JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.0751590355768477,-0.07515903557684767,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_2, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"MaritalStatus_Married, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level, WorkLifeBalance_3",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"Age_Young, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"TotalWorkingYears_Junior, YearsAtCompany_Mid_Tenure",1.0,1.075370173991595,-0.07537017399159507,Trung tính
"DistanceFromHome_Near, EnvironmentSatisfaction_4, TotalWorkingYears_Mid-Level",1.0,1.0759345246470617,-0.07593452464706174,Trung tính
"Department_Research & Development, MonthlyIncome_Low_Income, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0759345246470617,-0.07593452464706174,Trung tính
"DistanceFromHome_Near, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level",1.0,1.0759345246470617,-0.07593452464706174,Trung tính
"EnvironmentSatisfaction_4, OverTime_No, YearsAtCompany_Short_Tenure",1.0,1.0763077242740637,-0.07630772427406374,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0763077242740637,-0.07630772427406374,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, MonthlyIncome_Low_Income, OverTime_No",1.0,1.0763077242740637,-0.07630772427406374,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, OverTime_No",1.0,1.0763077242740637,-0.07630772427406374,Trung tính
"Age_Middle-Aged, MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"DistanceFromHome_Near, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"DistanceFromHome_Medium, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"DistanceFromHome_Near, MaritalStatus_Married, TotalWorkingYears_Senior-Level",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Junior, WorkLifeBalance_3",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Married, MonthlyIncome_Low_Income",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"MaritalStatus_Married, TotalWorkingYears_Senior-Level, YearsAtCompany_Long_Tenure",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"Department_Sales, JobRole_Sales Executive, MaritalStatus_Married, MonthlyIncome_Mid_Income",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.0767708515220302,-0.07677085152203023,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, WorkLifeBalance_2",1.0,1.077046946612164,-0.07704694661216394,Trung tính
"MaritalStatus_Single, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.077046946612164,-0.07704694661216394,Trung tính
"Age_Middle-Aged, Department_Research & Development, YearsAtCompany_Short_Tenure",1.0,1.0774444583908624,-0.07744445839086245,Trung tính
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0775345187926133,-0.0775345187926133,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_4, OverTime_No",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Divorced",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"JobSatisfaction_Low_Satisfaction, OverTime_No, WorkLifeBalance_2",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"Age_Middle-Aged, Department_Research & Development, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"Age_Middle-Aged, DistanceFromHome_Far, OverTime_No, WorkLifeBalance_3",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"Age_Middle-Aged, Department_Research & Development, EnvironmentSatisfaction_4, TotalWorkingYears_Mid-Level",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level, WorkLifeBalance_3, YearsAtCompany_Long_Tenure",1.0,1.078138179587455,-0.07813817958745495,Trung tính
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Single, TotalWorkingYears_Mid-Level",1.0,1.0784313725490198,-0.07843137254901977,Trung tính
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0784313725490198,-0.07843137254901977,Trung tính
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.0787354860581406,-0.07873548605814062,Trung tính
"Age_Middle-Aged, Department_Research & Development, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level",1.0,1.0787354860581406,-0.07873548605814062,Trung tính
"MaritalStatus_Married, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0787354860581406,-0.07873548605814062,Trung tính
"MaritalStatus_Married, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0787354860581406,-0.07873548605814062,Trung tính
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0789137962456714,-0.07891379624567141,Trung tính
"DistanceFromHome_Medium, YearsAtCompany_Short_Tenure",1.0,1.0789823927841782,-0.07898239278417818,Trung tính
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.0792088232613253,-0.07920882326132528,Trung tính
"Department_Research & Development, JobRole_Research Scientist, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0792088232613253,-0.07920882326132528,Trung tính
"Department_Research & Development, DistanceFromHome_Far, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.079473335227811,-0.07947333522781097,Trung tính
"Age_Senior, TotalWorkingYears_Senior-Level, YearsAtCompany_Mid_Tenure",1.0,1.079473335227811,-0.07947333522781097,Trung tính
"Age_Young, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.079473335227811,-0.07947333522781097,Trung tính
"Department_Research & Development, OverTime_No, TotalWorkingYears_Junior, WorkLifeBalance_3",1.0,1.079473335227811,-0.07947333522781097,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.079473335227811,-0.07947333522781097,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.079593156887843,-0.07959315688784296,Trung tính
"EnvironmentSatisfaction_3, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married",1.0,1.0799114331723028,-0.07991143317230276,Trung tính
"Age_Middle-Aged, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0799114331723028,-0.07991143317230276,Trung tính
"Department_Research & Development, MonthlyIncome_Low_Income, OverTime_No, YearsAtCompany_Short_Tenure",1.0,1.080078895463511,-0.08007889546351099,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"EnvironmentSatisfaction_2, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"Age_Senior, EnvironmentSatisfaction_3",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_2",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0807774407369959,-0.08077744073699589,Trung tính
"MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level, YearsAtCompany_Long_Tenure",1.0,1.0809753853232114,-0.08097538532321136,Trung tính
"DistanceFromHome_Near, MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level",1.0,1.0810631339542143,-0.08106313395421427,Trung tính
"Department_Research & Development, DistanceFromHome_Near, EnvironmentSatisfaction_3, OverTime_No",1.0,1.0810631339542143,-0.08106313395421427,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.081290630404962,-0.0812906304049621,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, YearsAtCompany_Mid_Tenure",1.0,1.0814760686883451,-0.08147606868834512,Trung tính
"MaritalStatus_Single, MonthlyIncome_High_Income",1.0,1.0817217470319813,-0.08172174703198132,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, EnvironmentSatisfaction_3",1.0,1.0820515668091881,-0.08205156680918813,Trung tính
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0820515668091881,-0.08205156680918813,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0820515668091881,-0.08205156680918813,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_Low_Satisfaction, OverTime_No, WorkLifeBalance_3",1.0,1.0820515668091881,-0.08205156680918813,Trung tính
"Age_Senior, JobSatisfaction_High_Satisfaction, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.0820515668091881,-0.08205156680918813,Trung tính
"DistanceFromHome_Near, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.0820611803240336,-0.08206118032403364,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, MaritalStatus_Married, OverTime_No",1.0,1.0821913306385356,-0.08219133063853556,Trung tính
"Age_Middle-Aged, Department_Research & Development, MonthlyIncome_Mid_Income, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0823028852546204,-0.08230288525462037,Trung tính
"Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction",1.0,1.0823316668439529,-0.08233166684395288,Trung tính
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.0823939881910896,-0.08239398819108956,Trung tính
"Department_Research & Development, JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income",1.0,1.082477435418612,-0.08247743541861197,Trung tính
"Department_Sales, EnvironmentSatisfaction_4, OverTime_No",1.0,1.0832967354706484,-0.08329673547064842,Trung tính
"Department_Sales, DistanceFromHome_Near, OverTime_No, WorkLifeBalance_3",1.0,1.0832967354706484,-0.08329673547064842,Trung tính
"Department_Sales, JobRole_Sales Executive, MonthlyIncome_Mid_Income, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0832967354706484,-0.08329673547064842,Trung tính
"EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0832967354706484,-0.08329673547064842,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, MaritalStatus_Married, OverTime_No",1.0,1.0832967354706484,-0.08329673547064842,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0832967354706486,-0.08329673547064864,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0832967354706486,-0.08329673547064864,Trung tính
"MonthlyIncome_High_Income, OverTime_Yes",1.0,1.0842490842490844,-0.0842490842490844,Trung tính
"MaritalStatus_Married, MonthlyIncome_High_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0842726784755772,-0.08427267847557718,Trung tính
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0843160793729258,-0.08431607937292585,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Single, WorkLifeBalance_3",1.0,1.084377908473435,-0.08437790847343507,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0843800322061192,-0.08438003220611923,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0843800322061192,-0.08438003220611923,Trung tính
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.0843800322061192,-0.08438003220611923,Trung tính
"Department_Research & Development, DistanceFromHome_Near, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.0843800322061192,-0.08438003220611923,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.0843800322061192,-0.08438003220611923,Trung tính
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_High_Income, OverTime_No",1.0,1.084513922813874,-0.08451392281387404,Trung tính
"Age_Senior, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level, WorkLifeBalance_3",1.0,1.084513922813874,-0.08451392281387404,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married",1.0,1.084513922813874,-0.08451392281387404,Trung tính
"Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.084513922813874,-0.08451392281387404,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.084513922813874,-0.08451392281387404,Trung tính
"Age_Middle-Aged, MonthlyIncome_High_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0850581935771049,-0.08505819357710487,Trung tính
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_High_Income",1.0,1.0850581935771049,-0.08505819357710487,Trung tính
"EnvironmentSatisfaction_2, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.0854418775210857,-0.08544187752108567,Trung tính
"DistanceFromHome_Near, MonthlyIncome_High_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0854418775210857,-0.08544187752108567,Trung tính
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.0857040615494722,-0.08570406154947219,Trung tính
"EnvironmentSatisfaction_3, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.0857040615494722,-0.08570406154947219,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_High_Income, WorkLifeBalance_3",1.0,1.0857040615494722,-0.08570406154947219,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_2, MaritalStatus_Married",1.0,1.0857040615494722,-0.08570406154947219,Trung tính
"Department_Sales, JobRole_Sales Executive, JobSatisfaction_High_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.0857040615494722,-0.08570406154947219,Trung tính
"Age_Senior, MaritalStatus_Married, OverTime_No",1.0,1.0864829023396798,-0.08648290233967981,Trung tính
"EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0867632850241546,-0.08676328502415465,Trung tính
"JobSatisfaction_High_Satisfaction, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level, WorkLifeBalance_3",1.0,1.0868680433897826,-0.0868680433897826,Trung tính
"Department_Sales, DistanceFromHome_Near, JobRole_Sales Executive, OverTime_No",1.0,1.0868680433897826,-0.0868680433897826,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Single, WorkLifeBalance_3",1.0,1.0869713739154199,-0.08697137391541987,Trung tính
"EnvironmentSatisfaction_3, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.0870664055095722,-0.08706640550957223,Trung tính
"Department_Sales, JobRole_Sales Executive, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0875037130841267,-0.08750371308412674,Trung tính
"Age_Senior, Department_Research & Development, WorkLifeBalance_3",1.0,1.0875037130841267,-0.08750371308412674,Trung tính
"Age_Middle-Aged, Department_Research & Development, OverTime_No, YearsAtCompany_Short_Tenure",1.0,1.0875037130841267,-0.08750371308412674,Trung tính
"Age_Middle-Aged, MonthlyIncome_High_Income, YearsAtCompany_Long_Tenure",1.0,1.0875037130841267,-0.08750371308412674,Trung tính
"DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.0880067212770426,-0.08800672127704257,Trung tính
"Age_Middle-Aged, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.0880067212770426,-0.08800672127704257,Trung tính
"Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0880067212770426,-0.08800672127704257,Trung tính
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, YearsAtCompany_Short_Tenure",1.0,1.088063855484955,-0.0880638554849551,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobRole_Laboratory Technician",1.0,1.088235294117647,-0.08823529411764697,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level",1.0,1.088235294117647,-0.08823529411764697,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_2, OverTime_No",1.0,1.0886463489791456,-0.08864634897914558,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, MonthlyIncome_High_Income, OverTime_No",1.0,1.0886463489791456,-0.08864634897914558,Trung tính
"Department_Sales, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0886463489791456,-0.08864634897914558,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0888999944472209,-0.08889999444722085,Trung tính
"EnvironmentSatisfaction_4, MonthlyIncome_High_Income, WorkLifeBalance_3",1.0,1.0891209114678027,-0.08912091146780265,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction",1.0,1.0894748669151433,-0.08947486691514328,Trung tính
"EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.089487002530481,-0.08948700253048103,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, OverTime_No",1.0,1.089487002530481,-0.08948700253048103,Trung tính
"Age_Senior, OverTime_No, WorkLifeBalance_3",1.0,1.089487002530481,-0.08948700253048103,Trung tính
"TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0896882117332916,-0.08968821173329156,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_3, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0899022033698598,-0.08990220336985977,Trung tính
"DistanceFromHome_Medium, MaritalStatus_Divorced, OverTime_No",1.0,1.0899022033698598,-0.08990220336985977,Trung tính
"EnvironmentSatisfaction_3, MaritalStatus_Married, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0899022033698598,-0.08990220336985977,Trung tính
"JobSatisfaction_High_Satisfaction, MonthlyIncome_High_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0900148547603892,-0.09001485476038917,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, YearsAtCompany_Short_Tenure",1.0,1.090099349092155,-0.09009934909215489,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, MonthlyIncome_Mid_Income",1.0,1.090211395484291,-0.09021139548429091,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.090211395484291,-0.09021139548429091,Trung tính
"Age_Young, Department_Research & Development, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.090211395484291,-0.09021139548429091,Trung tính
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, OverTime_No",1.0,1.0906411201179071,-0.09064112011790715,Trung tính
"EnvironmentSatisfaction_1, MaritalStatus_Married",1.0,1.0907427487123882,-0.09074274871238819,Trung tính
"MaritalStatus_Married, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.0910382804867218,-0.0910382804867218,Trung tính
"Age_Senior, Department_Research & Development, DistanceFromHome_Near",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_4, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"Department_Research & Development, MaritalStatus_Married, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"Department_Research & Development, DistanceFromHome_Near, EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0911277962089905,-0.09112779620899047,Trung tính
"DistanceFromHome_Medium, MaritalStatus_Married, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.0912789219425376,-0.09127892194253762,Trung tính
